_id,accommodates,neighbourhood,government_area,city,country,country_code,host_id,host_name,host_is_superhost,host_location,host_neighbourhood,host_response_time,number_of_reviews,guests_included,reviews_per_month,room_type,bed_type,minimum_nights,maximum_nights,Latitudes,Longitudes,price,bedrooms,beds,property_type,number_of_reviews,first_review,availability_30,availability_60,availability_90,availability_365,Amenities
19117590,2,ALA MOANA SHOPPING CENTER - 1 min walk HONOLULU INTERNATIONAL AIRPORT - 8 miles,Primary Urban Center,Oahu,United States,US,130485798,Gaia Hawaii Vacation Rentals,False,"Honolulu, Hawaii, United States",0,within an hour,2,2,0,Entire home/apt,Real Bed,1,1125,-157.83967,21.29116,316.0,0,1,Apartment,2,2017-07-25 04:00:00+00:00,14,44,74,246,"Wifi, Air conditioning, Family/kid friendly, Bed linens"
19057068,3,"The mid levels is a very exclusive neighbourhood, on the hills overlooking Central. The views are amazing and it is very quiet day and night, with very light traffic on the road below.",Central & Western,Hong Kong,Hong Kong,HK,131896044,Niels,False,HK,The Peak,0,1,1,0,Entire home/apt,Real Bed,3,1125,114.14943,22.27814,1499.0,1,1,Apartment,1,2017-11-07 05:00:00+00:00,0,0,0,0,"TV, Internet, Wifi, Air conditioning, Kitchen, Family/kid friendly"
19080306,5,"Our neighbourhood is super friendly and quiet with private properties. The area is full of trees and flowers. Also, it is very easy to reach the downtown from our house, using buses. Nearby parks on rue Sherbrooke, in the Benny centre, on rue Hingston and on Westhill make our house a charming place surrounded by nature.",Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,4435799,Sakina,True,"Montreal, Quebec, Canada",Notre-Dame-de-Grace,within an hour,53,4,0,Entire home/apt,Real Bed,2,7,-73.6434,45.46425,74.0,2,3,House,53,2017-06-11 04:00:00+00:00,0,0,0,0,"TV, Wifi, Free parking on premises, Breakfast, Free street parking, Heating"
19061599,2,0,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,131483077,Ana & Tony,False,"Barcelona, Catalonia, Spain",0,within a few hours,202,1,0,Private room,Real Bed,1,25,2.18339,41.38499,65.0,1,1,Apartment,202,2017-06-04 04:00:00+00:00,5,17,32,306,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Breakfast"
19070513,3,Check out Airbnb's guide to my neighborhood: https://www.airbnb.com/locations/new-york/upper-east-side,Upper East Side,New York,United States,US,37695070,Sanjay,True,"New Rochelle, New York, United States",Upper East Side,within an hour,58,2,0,Entire home/apt,Real Bed,2,1125,-73.95811,40.77352,170.0,0,2,Apartment,58,2017-08-07 04:00:00+00:00,9,14,16,65,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Heating"
1931341,1,0,Financial District,New York,United States,US,9997988,Jagriti,False,"New York, New York, United States",Financial District,0,0,1,0,Private room,Real Bed,1,1125,-74.0072,40.70602,40.0,1,1,Apartment,0,1970-01-01 00:00:00+00:00,0,0,0,0,"Wifi, Air conditioning, Kitchen, Doorman, Elevator, Buzzer/wireless intercom"
19238057,2,"Locate in a heart of Padstow access to all amenities you need.  Our home  is cleaning, cozy, tidy and spacious room . People in our home are diversities with a multicultural and multilingual, but we laughing, enjoying and exploring.  Pub or local bar is close by and local people here are really friendly, especially this area is safe .  Lots of free parking on street side.",Bankstown,Sydney,Australia,AU,83419447,Daniel & Elena,False,"Padstow, New South Wales, Australia",Padstow,within an hour,45,2,0,Private room,Real Bed,2,1125,151.03201,-33.95576,43.0,1,1,House,45,2017-06-16 04:00:00+00:00,23,53,83,127,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Free street parking"
19270950,4,"- Located in the highly sought after and tightly held VSQ1 building, 400m from the East Village shopping centre with Coles supermarket, Virgin active Gym, 52 retail shops and 10 restaurants  - Master planned by Landcom, 40% of Victoria Park is dedicated to open space and this property takes full advantage adjacent to parkland and just 250m from the 15,000 sqm of lush greenery at Joynton Park (off leash for dog lovers) - Zetland is Sydney's new foodie hotspot surrounded by cool establishments such as The Grounds, Sopra, Fratelli Fresh, Kitchen by Mike, Il Cipro al Taglio and many more - Cross the road to peaceful Nuffield Park with its full basketball court - Short walk to Green Square Station which offers a one stop commute to central - Multitude of bus services within 300m, including routes to CBD, UNSW & Coogee",Sydney,Sydney,Australia,AU,10184386,Will & Rãchël,False,"New South Wales, Australia",Central Business District,within an hour,35,2,0,Entire home/apt,Real Bed,1,1125,151.21095,-33.90617,168.0,1,2,Apartment,35,2017-07-10 04:00:00+00:00,17,42,42,83,"TV, Wifi, Air conditioning, Pool, Kitchen, Gym"
19309013,4,"Le Mile-End est le quartier le plus hip de Montréal !  Cafés 3e génération, restos branchés, buvettes, bars à vin, dive-bar, microbrasseries, boutique de luxe ou friperies, studios de yoga... tout est à distance de marche et offre un charme vintage sans pareil. Le quartier est bien désservi par la STM (société de transport de Montréal) : des autobus passent sur Parc en moins de 6 minutes, et le métro Laurier est à 10 minutes de marche. Vous serez également à quelques pas du plateau Mont-Royal ou d’Outremont, de la rue Mont-Royal, du boulevard St-Laurent, de l’avenue du Parc et de l’avenue Laurier. Au coin de notre rue, la plus belle épicerie bio du quartier (PA NATURE), une pharmacie, un dépaneur, une SAQ (liquor store), un station Bixi (vélo en libre service), café, boutique de prêt à manger. Le quartier est TRÈS sécuritaire, aussi bien de jour que de soir.",Outremont,Montreal,Canada,CA,784984,Catherine,False,"Montreal, Quebec, Canada",Outremont,a few days or more,4,3,0,Entire home/apt,Real Bed,1,1125,-73.59637,45.51833,107.0,2,2,Apartment,4,2017-08-16 04:00:00+00:00,0,0,0,0,"TV, Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly"
19320618,1,0,Randwick,Sydney,Australia,AU,135329255,Gabriela,False,"Sydney, New South Wales, Australia",0,0,0,1,0,Private room,Real Bed,2,1125,151.25427,-33.91163,60.0,1,1,Apartment,0,1970-01-01 00:00:00+00:00,0,0,0,0,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Pets live on this property"
19050582,3,"As you walk out of the apartment building you're close to all trendy restaurants, famous monuments, and by night you can enjoy a fun evening. The ""Clérigos Tower"" will be your host during your stay, and you'll get to the famous ""Lello Book Store"" in less than 5 minutes walking distance.","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,130612073,3M'S - City & Country Rentals,False,"Porto, Porto District, Portugal",0,within an hour,83,2,0,Entire home/apt,Real Bed,2,1125,-8.61434,41.14511,65.0,1,3,Loft,83,2017-08-10 04:00:00+00:00,0,13,43,318,"TV, Cable TV, Internet, Wifi, Kitchen, Paid parking off premises"
19142081,4,0,Kihei-Makena,Maui,United States,US,132087088,Maui Condo,False,"Hawaii, United States",0,within an hour,0,4,0,Entire home/apt,Real Bed,5,90,-156.45645,20.75522,256.0,1,1,Condominium,0,1970-01-01 00:00:00+00:00,4,9,23,261,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen"
19241544,9,0,South Kohala,The Big Island,United States,US,33873516,Gayle,False,"Palo Alto, California, United States",Palo Alto,within a few hours,6,1,0,Entire home/apt,Real Bed,4,60,-155.88843,19.91954,500.0,3,5,Condominium,6,2018-02-05 05:00:00+00:00,3,6,17,169,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen"
19253090,3,"We are easily accessible to all the Big Island attractions such as Volcanoes National Park (1 hour South), Waipio Valley (1 hour North), and the countless sights and adventures along the Hamakua Coast, the Hamakua House is the perfect location to base your Big Island adventure vacation. The legendary Akaka Falls State Park is only 4 miles away from the Hamakua House. Onomea Bay is only 4 miles away, which is the home of the Hawaii Botanical Gardens. It is an unforgettable drive to get there and the bay is a wonderful place to have a picnic. We are only 1 mile (easily walkable) from the quaint main street of Honomu, HI. This town was established in the sugar cane plantation era and remains today boasting some wonderful gift shops, two restaurants, a coffee house, and the Island's best Zip Line Tours.",South Hilo,The Big Island,United States,US,4965048,Mathew,True,"Columbus, Ohio, United States",Hilo,within an hour,4,3,0,Private room,Real Bed,1,30,-155.10658,19.86094,68.0,1,3,Hut,4,2018-01-14 05:00:00+00:00,10,35,57,316,"TV, Wifi, Kitchen, Free parking on premises, Pets live on this property, Dog(s)"
19304849,4,0,la Barceloneta,Barcelona,Spain,ES,8379752,Raluca,False,"Timișoara, Timiș County, Romania",0,a few days or more,2,1,0,Entire home/apt,Real Bed,31,1125,2.19151,41.38024,55.0,1,1,Other,2,2017-08-31 04:00:00+00:00,1,31,61,61,"TV, Wifi, Air conditioning, Pets allowed, Heating, Family/kid friendly"
19319,1,"The Lower East Side is boxed in between Alphabet City and Chinatown and between Little Italy, Nolita, and the East Rive, running roughing south from Delancey Street to FDR Drive and from the East River west to Allen Street. In the last 150 years, the Lower East Side has been populated by successive waves of lower-income German, Irish, and Jewish immigrants, and has seen extensive immigration of Chinese and Latin populations in recent decades. Although the well-known Tenement Museum on Orchard Street chronicles the historically difficult, even squalid, conditions in the neighborhood’s tenements, rents have risen to four, six, even eight times what they were just five years ago. Art enthusiasts will be interested to know that the mother lode of art galleries in New York's Chelsea neighborhood has seen tectonic shifts, albeit slowly, to the Lower East Side, with trendy smaller new galleries popping up here and there. Many attribute this gallery migration to the Lower East Side to the pres",Lower East Side,New York,United States,US,44263,Ana,True,"New York, New York, United States",Lower East Side,within a day,93,1,0,Private room,Real Bed,30,1125,-73.98794,40.7114,94.0,1,2,Apartment,93,2010-05-02 04:00:00+00:00,0,30,46,254,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen"
19068240,2,"Easy walk to the beach, shops, restaurants, and activities center.",Kapaa-Wailua,Kauai,United States,US,28230850,Robert,False,"Park City, Utah, United States",Kauaʻi,within an hour,20,1,0,Entire home/apt,Real Bed,3,1125,-159.32473,22.05532,129.0,1,1,Condominium,20,2017-06-29 04:00:00+00:00,4,6,11,172,"TV, Cable TV, Air conditioning, Pool, Kitchen, Free parking on premises"
19100444,2,"The area is the best in Barcelona! You are in the city center near to Sagrada Familia, avinguda Gaudí, direct buses to the beach and to any point in the city, and more. It is perfect to feel the soul of Barcelona!",la Sagrada Família,Barcelona,Spain,ES,133432723,Victoria & Ivan,False,"Barcelona, Catalonia, Spain",0,within a few hours,32,1,0,Private room,Real Bed,2,1125,2.17691,41.40525,26.0,1,1,Apartment,32,2017-06-19 04:00:00+00:00,25,55,82,107,"Wifi, Paid parking off premises, Breakfast, Heating, First aid kit, Essentials"
19142002,2,0,Kihei-Makena,Maui,United States,US,132087088,Maui Condo,False,"Hawaii, United States",0,within an hour,2,2,0,Entire home/apt,Real Bed,5,90,-156.44543,20.71513,239.0,1,1,Condominium,2,2018-08-14 04:00:00+00:00,2,4,34,197,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen"
19160496,2,0,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,7657931,Shilan& Jorge,False,"Povoa de Varzim, Porto District, Portugal",0,within a day,23,2,0,Private room,Real Bed,1,7,-8.70197,41.19964,29.0,1,1,Condominium,23,2017-06-12 04:00:00+00:00,30,44,70,70,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Pets live on this property"
19221893,8,"Very quiet neighborhood. 20 to 30 minutes from some of the most beautiful beaches in the world. Starbucks, and Jamba Juice are just minutes away along with other cool Restaurants to enjoy.",Central Oahu,Oahu,United States,US,112279253,Eric,False,"Honolulu, Hawaii, United States",Waipahu,within a day,11,6,0,Entire home/apt,Real Bed,7,1125,-158.02927,21.40389,280.0,4,6,House,11,2017-10-17 04:00:00+00:00,4,34,64,154,"TV, Cable TV, Wifi, Kitchen, Free street parking, Family/kid friendly"
19254909,2,0,Randwick,Sydney,Australia,AU,39214660,Shobhna,False,"Sydney, New South Wales, Australia",Randwick,within a day,9,1,0,Entire home/apt,Real Bed,7,365,151.24847,-33.90849,115.0,1,1,Apartment,9,2017-07-09 04:00:00+00:00,5,35,65,297,"Wifi, Pool, Kitchen, Free parking on premises, Elevator, Free street parking"
19056339,4,"Awesome location! Just a 10 minute walk to Kailua beach and only a 10 minute drive to the world famous Lanikai Beach. 5 minute walk to Aikahi shopping center, home to many new restaurants including Nico's Pier 38 Kailua and Hawaii Hot Pot ShabuShabu and Sushi! We are conveniently located in a main street making it very easy to hop on H3 to head to Waikiki, Honolulu, airport and Pearl Harbor. It is just under 4 miles to hop on the scenic route to the North Shore. Kailua is such a cute little town, we waited almost 10 years to find the right home and this is exactly where I dreamed of raising my family.",Koolaupoko,Oahu,United States,US,112105371,Shawna,True,US,Kailua,within an hour,54,3,0,Entire home/apt,Real Bed,2,1125,-157.74895,21.41743,120.0,1,2,House,54,2017-07-16 04:00:00+00:00,3,12,22,263,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Family/kid friendly"
19095535,4,"Downstairs is the golden halls of shopping - Nathan Road, near the Mong Kok Electric Street (Sai Yeung Choi Street), the famous woman Street (Tung Choi Street), Shoe Street (Laundry Street), a 5-minute walk A21 bus stop (about 1 minute near the hotel downstairs), more than hundreds of food stores and shops, currency exchange shop. Such as Salsa, Bonjour, Fortress, Broadway, Chow Sang Sang, Chow Tai Fook, Milan Station (selling the famous brand handbags), from Mong Kok, the largest shopping mall Langhao Square only 2 to 3 minutes. There are seven restaurants in the world, and there is a wide range of food and beverage outlets in the world, and the hotel is located in the heart of Tsim Sha Tsui, Minute subway ride to the Hung Hom Stadium to see the concert can also be direct subway. From here you can take the subway to Hong Kong Disneyland and the Hong Kong Ocean Park!",Yau Tsim Mong,Hong Kong,Hong Kong,HK,31113999,Selena,False,"Kowloon, Hong Kong",Mong Kok,within an hour,28,1,0,Private room,Real Bed,1,1125,114.16977,22.32245,447.0,1,2,Hotel,28,2017-07-12 04:00:00+00:00,21,51,81,160,"TV, Wifi, Air conditioning, Elevator, Family/kid friendly, Suitable for events"
19141928,2,0,Primary Urban Center,Oahu,United States,US,13469110,Lance,False,"Okere Falls, Bay Of Plenty, New Zealand",0,0,1,1,0,Entire home/apt,Real Bed,7,1125,-157.82722,21.28223,95.0,1,1,Condominium,1,2018-08-11 04:00:00+00:00,8,9,9,9,"TV, Cable TV, Wifi, Pool, Kitchen, Breakfast"
19235160,1,0,Fatih,Istanbul,Turkey,TR,19459063,Murat,False,istanbul,0,0,0,1,0,Private room,Real Bed,1,7,28.97244,41.00549,121.0,1,2,Apartment,0,1970-01-01 00:00:00+00:00,0,0,0,0,"TV, Internet, Wifi, Air conditioning, Kitchen, Smoking allowed"
19217460,3,"The apartment located in L'eixample, the Catalan bourgeoisie district,  it's a save district compared to other districts of the city but you should understand that Barcelona is not a little city and sometimes it may be noisy as every city. The neighbors mostly native elderly people, they do not make noise and it's expected from you to not make noise at the night also.  The apartment located in L'Eixample strict in historical building with elevator, its green nice and save area of the city with a lot of little shops and cafeterias around the house.",la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,79474803,Francisco,False,"Barcelona, Catalonia, Spain",L'Antiga Esquerra de l'Eixample,within an hour,13,2,0,Private room,Real Bed,3,1125,2.14387,41.38765,32.0,1,1,Apartment,13,2017-07-18 04:00:00+00:00,27,57,87,87,"Wifi, Kitchen, Elevator, Family/kid friendly, Essentials, Shampoo"
19313670,6,"Ocean Windows Apartment is located in Matosinhos South, in the Porto metropolitan area, Portugal. Matosinhos is inevitably sea, beaches, surfing, diving, movement and sports and offers a long and unique coastline where the green landscape meets the blue of the ocean. Matosinhos also present itself as the “World’s Best Fish” and stands proudly as the region’s dining hall, a place where sardines, seafood and the stories of people connected to the sea should not be missed. There are many things you can do in this area Breathe in the ocean air when you open the Ocean Windows Apartment's bedroom window! On the street, cross the Atlantic Avenue, admire Anémona - an urban art piece by Janet Echelman and the recent Leixões Port Cruise Terminal with the signature of the award-winning Architect Luis Pedro Silva. If you go to the north side, visit the market of Matosinhos ( at 1,5Km)  with its fresh fish and seafood and cross the mobile bridge of Leça (at 1,6Km) and get to know the Marina Porto A",Matosinhos e Leça da Palmeira,Porto,Portugal,PT,135265775,Joao,False,PT,0,0,5,2,0,Entire home/apt,Real Bed,2,1125,-8.68681,41.17499,85.0,3,4,Apartment,5,2017-07-26 04:00:00+00:00,0,0,0,48,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises"
19086528,6,"Le quartier est tranquille et près des services d'épicerie, pharmacie de transport en commun.",Ville-Marie,Montreal,Canada,CA,133295031,Pascal,False,"Montreal, Quebec, Canada",Ville-Marie,0,14,1,0,Entire home/apt,Real Bed,7,21,-73.54923,45.52764,170.0,4,4,Apartment,14,2017-06-25 04:00:00+00:00,23,53,83,83,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free street parking"
19113128,3,"In downtown city centre 2 steps ahead Douro River, within 5 minutes walk to supermarkets, restaurants, coffee shops, bakeries and all sort of commerce. 5 minutes walk to all the main attractions in Porto. In the neighborhood you can find all type of services: many restaurants, supermarkets, butcher, fruit shops, typical grocery stores, cafes, bakeries, take-away, ATMs, etc.","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,133551018,Josiane,False,PT,0,within an hour,77,2,0,Entire home/apt,Real Bed,2,1125,-8.6137,41.14211,60.0,1,2,Apartment,77,2017-06-12 04:00:00+00:00,30,60,90,362,"TV, Cable TV, Internet, Wifi, Kitchen, Heating"
19156662,2,0,Besiktas,Istanbul,Turkey,TR,111174737,Doğu,False,TR,0,within an hour,0,1,0,Entire home/apt,Real Bed,10,30,29.01154,41.04391,79.0,1,1,House,0,1970-01-01 00:00:00+00:00,0,18,48,323,"TV, Internet, Wifi, Kitchen, Smoking allowed, Heating"
19158211,4,"- Walking distance from the trendiest bars, cafes, restaurants, art centers, typical grocery stores, bakeries, take-away, ATMs, supermarkets. - 10 min walk to Bolhao market  - 12 min walk the most stunning of all cafés in the nation and one of the most attractive in the world,  Café Majestic",Bonfim,Porto,Portugal,PT,16719641,Mario,False,"Porto, Porto District, Portugal",0,within an hour,91,2,0,Private room,Real Bed,1,1125,-8.5984,41.14957,34.0,1,2,Apartment,91,2017-06-15 04:00:00+00:00,12,12,12,119,"Wifi, Kitchen, Breakfast, Free street parking, Heating, Family/kid friendly"
19177584,2,0,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,128893049,Paulo,False,PT,0,within an hour,14,1,0,Private room,Real Bed,2,1125,-8.609070000000001,41.13416,20.0,0,1,Apartment,14,2017-06-23 04:00:00+00:00,0,0,0,138,"TV, Cable TV, Wifi, Kitchen, Paid parking off premises, Free street parking"
1920293,6,Kihei is safe...You can stroll the beach on a beautiful moonlit evening with no worries...Our side of the island (South) is considered the sunny side...We have the best beaches on the island!,Kihei-Makena,Maui,United States,US,5912645,Maureen-Mike Richardson,True,Maui,Kihei/Wailea,within an hour,102,1,0,Entire home/apt,Real Bed,3,1125,-156.44795,20.72371,194.0,2,2,Apartment,102,2013-12-23 05:00:00+00:00,0,0,0,0,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible"
19310295,2,"Leça da Palmeira is a small village of Porto near the beach, with very charming details, good food and friendly people.",Matosinhos e Leça da Palmeira,Porto,Portugal,PT,78904428,Miguel,True,"Leça da Palmeira, Porto, Portugal",0,within a few hours,23,1,0,Entire home/apt,Real Bed,2,30,-8.68827,41.20192,38.0,1,1,Apartment,23,2017-06-24 04:00:00+00:00,27,49,79,350,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises"
19044796,2,Barrio al lado de la playa con muchos espacios abiertos y buenas comunicaciones,la Vila Olímpica del Poblenou,Barcelona,Spain,ES,77652983,Inaki,True,"Barcelona, Catalonia, Spain",La Vila Olímpica,within an hour,92,1,0,Private room,Real Bed,2,10,2.1966,41.39356,30.0,1,1,Apartment,92,2017-06-18 04:00:00+00:00,6,15,21,67,"TV, Wifi, Kitchen, Paid parking off premises, Elevator, Free street parking"
19060682,2,"The Fener-Balat quarter, is a great area to walk around and safe to do so.  Whilst it is becoming trendy it retains it historical character. You will often see Brides having photos or children playing soccer in the streets.  The roads are quite narrow and go in all directions, the slopes can get steep but the cobblestones, among coloured Ottoman houses, some superbly restored, others irremediably ruined, that one can feel the history of Istanbul.  Rum Lisesi, the Greek Orthodox College, the magnificent and peculiar red-brick building that dominates the hill of Fener. Climbing up a picturesque staircase one will then reach the top of the hill, where once the ancient walls of Constantinople ran, and it is precisely here that in the 13th century was built a church unknown to most, but of fundamental importance in the history of the city. This is the graceful Church of St. Mary of the Mongols, also known as the Red Church. The neighbourhood of Fener is situated one of the most important lo",Fatih,Istanbul,Turkey,TR,33729698,Tahir,True,"Istanbul, Turkey",Fatih,within an hour,0,1,0,Private room,Real Bed,2,1125,28.94917,41.02957,142.0,1,2,Apartment,0,1970-01-01 00:00:00+00:00,27,57,87,362,"Kitchen, Heating, Essentials, Lock on bedroom door, translation missing: en.hosting_amenity_50"
19083972,2,"Hong Kong university , Park , sea side ... tram stop , buses stops , subway stop . Starbucks , 24 hours Macdonels . A sport centre with in door and out door swimming pool . Bar and Restaurant , cafe .",Central & Western,Hong Kong,Hong Kong,HK,57060253,Mandy,True,"Hong Kong Island, Hong Kong",0,within a few hours,39,1,0,Entire home/apt,Real Bed,3,365,114.13009,22.28313,400.0,1,1,Apartment,39,2017-06-22 04:00:00+00:00,6,16,40,315,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Pets allowed"
1915001,6,The neighborhood is a newer residential area that is quiet and not far from many beautiful beaches and the locations of some TV and movie filmings.,Waianae,Oahu,United States,US,9932670,Dulce,False,Hawaii,0,0,122,6,0,Entire home/apt,Real Bed,2,40,-158.16608,21.40539,168.0,3,3,House,122,2014-01-05 05:00:00+00:00,0,0,0,33,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen"
19170546,4,"A casa do Carlos está localizada em Porto, Portugal. Situado na tranquila Rua Dr. Alves da Veiga, o Jolly Bolhão está localizado a 200 metros do icónico Mercado do Bolhão e a 2 minutos da Rua de Santa Catarina (principal rua comercial da cidade)e do Café Majestic. A emblemática Estação Ferroviária de São Bento, a Avenida dos Aliados e a Torre dos Clérigos ficam a cerca de 10 minutos a pé, enquanto a zona da Ribeira e o rio Douro está a uma caminhada de 15 minutos. À noite, a animada Praça dos Poveiros fica a 3 minutos a pé e as Galerias de Paris a 10 minutos a pé.","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,100267827,Carlos,True,"Vila Nova de Gaia, Porto District, Portugal",0,within a few hours,86,2,0,Entire home/apt,Real Bed,2,1125,-8.60257,41.14851,30.0,1,2,Apartment,86,2017-07-15 04:00:00+00:00,10,28,50,50,"TV, Cable TV, Wifi, Kitchen, Paid parking off premises, Pets allowed"
19172215,4,"Poble Sec is a local residential neighbourhood located by Montjuïc mountain and right next to a big park with sporting facilities, museums, monuments, theatres and from where you can really enjoy some outstanding views of the city. Only 100m away from the apartment you will come across several pedestrian streets with many tapas bars and trendy restaurants. The city centre is just a 15-20 minute walk away – L3 metro is also near the apartment, and will take you to almost anywhere in the city.",el Poble Sec,Barcelona,Spain,ES,111885362,Laura & Alex,False,ES,El Poble-sec,within an hour,4,4,0,Entire home/apt,Real Bed,6,1125,2.16837,41.37295,15.0,2,2,Apartment,4,2017-08-14 04:00:00+00:00,0,0,0,250,"TV, Wifi, Kitchen, Heating, Family/kid friendly, Washer"
19199353,4,0,Greenwich Village,New York,United States,US,80242044,Vk,False,GB,Greenwich Village,within an hour,11,1,0,Entire home/apt,Real Bed,2,20,-74.00122,40.73,196.0,1,2,Apartment,11,2017-06-26 04:00:00+00:00,2,8,8,8,"Wifi, Kitchen, Heating, Family/kid friendly, Smoke detector, Essentials"
19337464,4,"Well situated close to parc Molson. Located on a pretty residential street in a family friendly neighborhood. 2 minutes walk to grocery stores, restaurants, drugstore, cinema, french bakery, bus and more on Beaubien. Bixi (bike share) very close. 10 minutes walk to metro (d’Iberville)",Rosemont-La Petite-Patrie,Montreal,Canada,CA,6698199,Tristan,True,"Senlis, Picardy, France",La Petite-Patrie,within an hour,37,4,0,Entire home/apt,Real Bed,3,180,-73.59176,45.54783,101.0,2,2,Apartment,37,2017-07-03 04:00:00+00:00,23,53,81,229,"Wifi, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer"
19359010,2,"In the hearth of the European side of Istanbul. Surrounded by many markets, pharmacies, hospitals, butchers, grocery stores, bakeries, pastries, restaurants, cafeterias, entertainment clubs, bars, gym, electronic shops, boutiques, shops. Easy access to all public transportations. Everything you may need is in a walking distance.",Sisli,Istanbul,Turkey,TR,133135274,Filiz,False,"Istanbul, İstanbul, Turkey",0,0,0,1,0,Entire home/apt,Real Bed,2,30,28.97941,41.04911,211.0,0,1,Apartment,0,1970-01-01 00:00:00+00:00,29,59,89,89,"TV, Wifi, Kitchen, Heating, Washer, Essentials"
19348489,2,"Elizabeth Bay is a tranquil and pretty neighborhood, you can jog in the park or sip a coffee in a cafe like a local, enjoy the hype of the trendy eateries in Potts Point, hit a pub in Kings Cross, or walk to the Opera House in 30 mins!",Sydney,Sydney,Australia,AU,130682381,Isabelle,False,"Sydney, New South Wales, Australia",Elizabeth Bay/Rushcutters Bay,0,6,1,0,Entire home/apt,Real Bed,20,1125,151.22752,-33.87478,90.0,0,1,Apartment,6,2017-08-06 04:00:00+00:00,5,35,65,156,"Wifi, Kitchen, Elevator, Family/kid friendly, Washer, Dryer"
19340381,2,"The studio is located in Montreal's Village neighborhood. Nearby you will find the bakery  and various supermarkets for your day-to-day purchases. You will be at: - Jacques Cartier Bridge, 10 minutes walk. - Old Port of Montreal, 10 minutes walk. - Place des Festivals, 20 minutes walk. - La Fontaine Park, a 20-minute walk. - Downtown, 15 minutes by public transport. In summer, St. Catherine Street is pedestrian. Many events and shows take place in this street. It is the same for the Place des Arts and rue Saint Denis which are 15min walk from the studio. In winter there is the Fete de la Neige and the Igloofest which take place on the island Jean Drapeau which is 20min by metro from the studio, also accessible by bus. There are very good restaurants in Old Montreal and the Plateau which are the boroughs close to the studio. I recommend the Pho 21 in Amerst Street and Guadaloupe on Ontario Street :-).",Ville-Marie,Montreal,Canada,CA,95046258,Marina,True,"Montreal, Quebec, Canada",Gay Village,within an hour,89,1,0,Entire home/apt,Real Bed,2,31,-73.55441,45.51722,54.0,0,1,Apartment,89,2017-07-01 04:00:00+00:00,10,40,48,107,"TV, Cable TV, Wifi, Kitchen, Free street parking, Heating"
19366111,2,"This charming condominium apartment building on Ili`ili Road in Kihei is perfectly situated on the ocean side of South Kihei Road, nestled on a quiet street in an ideal location between two scenic sandy beaches in either direction: Charley Young Beach on the south side, and Cove Beach on the north side.  The walk in either direction to each public beach access is half of a block and there is no need to cross busy South Kihei Road when walking to them.  Connecting these two beaches on the ocean side is a lovely green lawn elevated over the water providing a perfect setting for watching nightly sunsets.  Cove Park is the premiere spot in Kihei for surfing and stand-up paddling, and the entry area for this calm ocean inlet is also located a half block away at the north end of the street.  The neighborhood street Iliili Road is only about two blocks long and contains only homes and vacation rentals, no large resorts, so it is relatively quiet yet well located for enjoying easy access to a ",Kihei-Makena,Maui,United States,US,59384269,Thomas,True,"Hawaii, United States",Kihei/Wailea,within an hour,87,2,0,Entire home/apt,Real Bed,1,14,-156.44825,20.72605,179.0,1,1,Apartment,87,2017-08-17 04:00:00+00:00,10,31,57,203,"TV, Internet, Wifi, Air conditioning, Kitchen, Free street parking"
1932651,4,0,Yau Tsim Mong,Hong Kong,Hong Kong,HK,10002884,Han,False,HK,Mong Kok,within an hour,30,4,0,Entire home/apt,Real Bed,1,90,114.16752,22.32103,581.0,1,3,Apartment,30,2014-01-08 05:00:00+00:00,17,47,77,77,"TV, Cable TV, Internet, Wifi, Air conditioning, Wheelchair accessible"
